Name,OperatingSystem,OperatingSystemServicePack,OperatingSystemVersion,canonicalName,PasswordLastSet,Created
PCLDB99MH3D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLDB99MH3D,2/21/2023 17:02,2/21/2023 17:02
PCLDS03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLDS03GK3L,2/21/2023 17:30,2/21/2023 17:30
PCL88H2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL88H2GK3L,4/23/2023 23:53,2/21/2023 17:34
PCL23S1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL23S1GK3L,3/31/2023 13:04,2/21/2023 18:17
PCLCQHYDK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLCQHYDK3L,5/13/2023 10:51,2/22/2023 11:09
PCL3Z32GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL3Z32GK3L,4/21/2023 10:26,2/22/2023 15:54
PCL8N92GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL8N92GK3L,4/26/2023 13:42,2/22/2023 16:07
PCLMJ-D-F5B6O5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLMJ-D-F5B6O5B,5/9/2023 1:45,2/22/2023 23:11
PCL8763GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL8763GK3L,4/26/2023 17:51,2/23/2023 11:57
PCL3Q92GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL3Q92GK3L,4/25/2023 7:25,2/23/2023 12:14
PCLJR03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLJR03GK3L,5/11/2023 1:44,2/23/2023 12:39
PCLJLN2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLJLN2GK3L,4/27/2023 9:46,2/23/2023 12:52
PCL2PRDCS3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2PRDCS3L,4/25/2023 17:06,2/23/2023 15:29
PCL5663GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL5663GK3L,4/27/2023 8:13,2/23/2023 17:10
PCL3PRDCS3L,Windows 10 Enterprise,,10.0 (19045),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL3PRDCS3L,5/1/2023 9:44,2/23/2023 17:25
PCL7DNDHW3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL7DNDHW3L,4/29/2023 20:19,2/27/2023 16:23
PCLDBJSJR3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLDBJSJR3L,5/1/2023 7:08,2/27/2023 16:35
PCLJ6HNHW3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLJ6HNHW3L,5/4/2023 6:17,2/28/2023 8:52
PCLHY03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLHY03GK3L,5/2/2023 7:35,2/28/2023 11:41
PCL4XQX3W3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL4XQX3W3L,4/18/2023 13:50,2/28/2023 14:06
k197rw4t9r,macOS,,12.5 (72),cruises.princess.com/Computers/k197rw4t9r,5/3/2023 13:23,2/28/2023 15:03
PCL2PN2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2PN2GK3L,5/1/2023 3:10,2/28/2023 15:34
PCLDCCXDPER-219,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Servers/Citrix/Dallas/Workstation VDAs/Persistant VDI/PCLDCCXDPER-219,5/2/2023 7:12,3/1/2023 11:56
PCLDCCXDPER-220,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Servers/Citrix/Dallas/Workstation VDAs/Persistant VDI/PCLDCCXDPER-220,5/1/2023 10:36,3/1/2023 11:56
PCLF6V2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLF6V2GK3L,4/27/2023 10:46,3/1/2023 14:16
PCL65H2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL65H2GK3L,3/1/2023 14:22,3/1/2023 14:22
PCL9JY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL9JY1GK3L,5/8/2023 5:56,3/1/2023 14:38
MININT-8IO6S1I,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Remote Systems/Monfalcone/MININT-8IO6S1I,5/14/2023 22:33,3/2/2023 1:25
PCLAP-D-X2B6O5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLAP-D-X2B6O5B,5/5/2023 5:28,3/3/2023 6:11
m4lj00m643,macOS,,12.5,cruises.princess.com/Computers/m4lj00m643,5/15/2023 12:42,3/3/2023 10:35
p9hyh9q9nx,macOS,,12.5 (72),cruises.princess.com/Computers/p9hyh9q9nx,5/15/2023 9:32,3/3/2023 10:36
PCLHQ92GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLHQ92GK3L,5/8/2023 9:45,3/3/2023 15:45
PCL3NN2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL3NN2GK3L,5/5/2023 6:45,3/3/2023 15:47
PCL9MY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL9MY1GK3L,5/3/2023 17:24,3/3/2023 15:59
PCLXP-D-17B6O5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLXP-D-17B6O5B,5/4/2023 18:00,3/5/2023 2:43
PCLDCWXAMAST5,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/PCLDCWXAMAST5,4/3/2023 13:27,3/5/2023 7:00
PCLDCWXA5-001,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/PCLDCWXA5-001,4/3/2023 13:58,3/6/2023 3:42
PCLDCWXA5-002,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-002,4/3/2023 13:26,3/6/2023 9:18
PCLWINVMTEST,Windows 11 Enterprise,,10.0 (22621),cruises.princess.com/Computers/PCLWINVMTEST,3/6/2023 13:08,3/6/2023 13:05
PCLXP-D-X4UJO5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLXP-D-X4UJO5B,5/6/2023 5:40,3/7/2023 1:00
PCLDCCXDPER-221,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Servers/Citrix/Dallas/Workstation VDAs/Persistant VDI/PCLDCCXDPER-221,5/8/2023 6:04,3/7/2023 10:10
PCLDCCXDPER-222,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Servers/Citrix/Dallas/Workstation VDAs/Persistant VDI/PCLDCCXDPER-222,5/8/2023 5:48,3/7/2023 10:10
NTPC1757,Windows Server 2019 Standard,,10.0 (17763),cruises.princess.com/PC Servers/Valencia Servers/NTPC1757,3/10/2023 15:42,3/10/2023 14:52
SQLVM03PRD,Windows Server 2008 R2 Standard,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Valencia Servers/MSSQL Servers/SQLVM03PRD,3/10/2023 15:49,3/10/2023 14:55
MININT-VL72H0L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Remote Systems/Monfalcone/MININT-VL72H0L,5/15/2023 2:36,3/13/2023 2:44
PCLB8H2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLB8H2GK3L,3/13/2023 8:59,3/13/2023 8:59
PCL3R03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL3R03GK3L,5/13/2023 18:03,3/13/2023 9:12
PCLB4XGHW3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLB4XGHW3L,5/13/2023 13:37,3/13/2023 10:08
PCL1H1BCM2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL1H1BCM2D,5/17/2023 13:27,3/13/2023 10:56
PCLFCY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLFCY1GK3L,4/20/2023 8:36,3/13/2023 11:27
PCL3P92GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL3P92GK3L,4/18/2023 8:16,3/13/2023 11:42
PCLDCWXA5-003,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-003,4/3/2023 13:26,3/13/2023 12:04
PCLDCWXA5-004,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-004,4/3/2023 13:26,3/13/2023 12:04
PCL6663GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL6663GK3L,3/13/2023 12:55,3/13/2023 12:55
PCLDCWXA5-005,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-005,4/3/2023 13:26,3/13/2023 13:36
PCLDCWXA5-006,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-006,4/3/2023 13:25,3/13/2023 13:36
PCLDCWXA5-007,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-007,4/3/2023 13:25,3/13/2023 13:36
PCLD563GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLD563GK3L,5/14/2023 9:59,3/13/2023 13:47
PCLBR03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLBR03GK3L,3/13/2023 15:03,3/13/2023 15:03
PCL5WN2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL5WN2GK3L,4/13/2023 5:07,3/13/2023 15:14
PCLJ6H2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLJ6H2GK3L,5/14/2023 15:02,3/13/2023 15:43
PCL2Z32GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2Z32GK3L,5/18/2023 4:48,3/13/2023 15:57
PCL2L92GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2L92GK3L,5/14/2023 4:16,3/13/2023 16:28
PCL9G63GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL9G63GK3L,5/15/2023 10:44,3/14/2023 12:37
PCLGH63GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLGH63GK3L,3/14/2023 12:42,3/14/2023 12:42
PCL9ZQ3GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL9ZQ3GK3L,5/5/2023 9:50,3/14/2023 12:47
PCL63S1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL63S1GK3L,5/15/2023 3:22,3/14/2023 12:56
PCL2BH2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2BH2GK3L,5/16/2023 4:51,3/14/2023 13:02
PCL2GY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2GY1GK3L,3/14/2023 13:22,3/14/2023 13:22
PCLF0VRWT2L,,,,cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLF0VRWT2L,3/14/2023 16:43,3/14/2023 16:43
PCLCXZQTV3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLCXZQTV3L,5/16/2023 4:21,3/15/2023 14:08
PCLC1H2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLC1H2GK3L,5/15/2023 19:50,3/15/2023 17:18
PCL78HYDK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL78HYDK3L,5/18/2023 8:08,3/15/2023 17:19
PCL8DV0QN3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL8DV0QN3L,4/20/2023 15:39,3/16/2023 14:32
PCL50WRF13L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL50WRF13L,3/16/2023 15:38,3/16/2023 15:38
PCL84S1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL84S1GK3L,5/18/2023 6:45,3/17/2023 9:46
PCLGN03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLGN03GK3L,3/17/2023 10:02,3/17/2023 10:02
PCL4PY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL4PY1GK3L,3/17/2023 10:08,3/17/2023 10:08
PCLF4H2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLF4H2GK3L,5/18/2023 8:19,3/17/2023 10:11
gfqv6gxqyn,macOS,,12.2.1,cruises.princess.com/Computers/gfqv6gxqyn,3/17/2023 11:18,3/17/2023 11:18
PCL5SN4FK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL5SN4FK3L,5/17/2023 8:29,3/17/2023 12:29
PCL47LDDS3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL47LDDS3L,4/18/2023 11:22,3/17/2023 13:26
PCL1HV9CM2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL1HV9CM2D,3/20/2023 8:57,3/20/2023 8:57
PCL1HQ7CM2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL1HQ7CM2D,3/20/2023 9:30,3/20/2023 9:30
PCL5FLJZV2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL5FLJZV2D,3/20/2023 9:49,3/20/2023 9:49
PCLG1VNMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLG1VNMN2D,3/20/2023 10:24,3/20/2023 10:24
PCLFPY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLFPY1GK3L,4/20/2023 6:42,3/20/2023 12:58
PCL6S03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL6S03GK3L,4/24/2023 7:43,3/20/2023 13:09
PCLCMGZDK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLCMGZDK3L,4/20/2023 7:25,3/20/2023 13:40
PCLHHY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLHHY1GK3L,4/20/2023 12:00,3/20/2023 13:42
PCLGX32GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLGX32GK3L,3/20/2023 14:01,3/20/2023 14:01
PCL4KN2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL4KN2GK3L,5/1/2023 11:51,3/20/2023 14:02
HAGDCCPROFILE02,Windows Server 2019 Standard,,10.0 (17763),cruises.princess.com/PC Servers/Dallas/HAGDCCPROFILE02,4/20/2023 15:29,3/20/2023 17:57
vm-pcl-pooled-b,Windows 10 Enterprise for Virtual Desktops,,10.0 (19045),cruises.princess.com/PC Systems/Azure Workstations/AVD/vm-pcl-pooled-b,4/20/2023 22:02,3/21/2023 8:12
PCL4S6B9N2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL4S6B9N2D,3/21/2023 10:05,3/21/2023 10:05
PCLJ702HP2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLJ702HP2D,3/21/2023 11:09,3/21/2023 11:09
PCL49HM0S2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL49HM0S2D,3/21/2023 11:56,3/21/2023 11:56
PCL450S0T2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL450S0T2D,3/21/2023 16:19,3/21/2023 16:19
PCL94MKRR2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL94MKRR2D,3/21/2023 16:28,3/21/2023 16:28
PCLG23TMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLG23TMN2D,3/22/2023 11:35,3/22/2023 11:35
c959hjnqy7,macOS,,12.2.1,cruises.princess.com/Computers/c959hjnqy7,3/22/2023 12:24,3/22/2023 12:24
PCL1VBFLR2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL1VBFLR2D,3/22/2023 12:38,3/22/2023 12:38
PCL940GRR2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL940GRR2D,3/22/2023 12:50,3/22/2023 12:50
PCLJ72YVP2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLJ72YVP2D,3/22/2023 13:25,3/22/2023 13:25
PCLJ6XYLP2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLJ6XYLP2D,3/22/2023 14:19,3/22/2023 14:19
PCL450X0T2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL450X0T2D,3/22/2023 14:50,3/22/2023 14:50
JPNHYJ12R2,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Remote Systems/Tokyo/JPNHYJ12R2,4/23/2023 17:42,3/22/2023 22:34
PCLGP-D-93B6O5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLGP-D-93B6O5B,5/7/2023 6:10,3/23/2023 5:27
PCL44RQ0T2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL44RQ0T2D,3/23/2023 11:00,3/23/2023 11:00
PCLGDDRMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLGDDRMN2D,3/23/2023 13:28,3/23/2023 13:28
PCLG1ZPMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLG1ZPMN2D,3/23/2023 13:31,3/23/2023 13:31
PCL44TVRV3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL44TVRV3L,5/8/2023 13:03,3/23/2023 15:10
PCL1HC7CM2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL1HC7CM2D,3/23/2023 15:37,3/23/2023 15:37
PCLG1TSMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLG1TSMN2D,3/24/2023 12:25,3/24/2023 12:25
PCLGDHNMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLGDHNMN2D,3/24/2023 12:33,3/24/2023 12:33
PCLG1ZSMN2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCLG1ZSMN2D,3/24/2023 12:37,3/24/2023 12:37
PCL44VP0T2D,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Desktops/Call Center/PCL44VP0T2D,3/24/2023 12:42,3/24/2023 12:42
PCLDCFS7M3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLDCFS7M3L,3/24/2023 17:30,3/24/2023 17:30
PCLKODMDC01,Windows Server 2022 Standard,,10.0 (20348),cruises.princess.com/Domain Controllers/PCLKODMDC01,3/26/2023 8:48,3/26/2023 8:48
PCLCR3QSQ3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLCR3QSQ3L,4/26/2023 20:24,3/27/2023 11:23
NTPC1793,Windows Server 2019 Standard,,10.0 (17763),cruises.princess.com/PC Servers/Dallas/NTPC1793,4/28/2023 8:55,3/28/2023 13:24
NTPC1794,Windows Server 2019 Standard,,10.0 (17763),cruises.princess.com/PC Servers/Dallas/NTPC1794,4/28/2023 6:40,3/28/2023 13:26
PCLCW03GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLCW03GK3L,5/1/2023 11:18,3/28/2023 15:30
PCL2P92GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL2P92GK3L,3/28/2023 15:46,3/28/2023 15:46
JPN89XXP13,Windows 10 Enterprise,,10.0 (19045),cruises.princess.com/PC Systems/Remote Systems/Tokyo/JPN89XXP13,5/1/2023 16:55,3/28/2023 22:11
PCLC663GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLC663GK3L,5/1/2023 9:29,3/29/2023 17:59
PCL6YQ3GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL6YQ3GK3L,3/29/2023 18:12,3/29/2023 18:12
PCL5FY1GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL5FY1GK3L,5/2/2023 8:07,3/29/2023 18:24
PCLFLN2GK3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLFLN2GK3L,4/30/2023 6:04,3/29/2023 18:30
PCL8LVM6J3L,Windows 10 Enterprise,,10.0 (19045),cruises.princess.com/Computers/PCL8LVM6J3L,3/30/2023 9:17,3/30/2023 9:17
PCL73Y1L33L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCL73Y1L33L,3/31/2023 9:11,3/31/2023 9:11
PCLGGY86M2L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLGGY86M2L,3/31/2023 9:36,3/31/2023 9:36
PCLDPQNL33L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLDPQNL33L,3/31/2023 9:56,3/31/2023 9:56
PCLDI-D-A0UJO5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLDI-D-A0UJO5B,5/15/2023 12:58,3/31/2023 12:10
PCLDI-D-E3B6O5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLDI-D-E3B6O5B,5/15/2023 12:58,3/31/2023 12:16
PCLGP-D-50UJO5B,Cisco Identity Services Engine,,3.1.0.518,cruises.princess.com/Computers/PCLGP-D-50UJO5B,5/11/2023 0:49,3/31/2023 14:09
PCLDCWXA5-008,,,,cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-008,4/3/2023 13:25,4/2/2023 20:16
PCLHL6DLN3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLHL6DLN3L,5/4/2023 8:51,4/3/2023 10:49
PCLJQ0D6M3L,Windows 10 Enterprise,,10.0 (19044),cruises.princess.com/PC Systems/Valencia Windows 10 Laptops/PCLJQ0D6M3L,5/4/2023 17:08,4/3/2023 12:22
PCLDCWXA5-009,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-009,4/3/2023 14:04,4/3/2023 14:04
PCLDCWXA5-010,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-010,4/3/2023 14:04,4/3/2023 14:04
PCLDCWXA5-011,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-011,4/3/2023 14:14,4/3/2023 14:14
PCLDCWXA5-012,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-012,4/3/2023 14:14,4/3/2023 14:14
PCLDCWXA5-013,Windows Server 2008 R2 Enterprise,Service Pack 1,6.1 (7601),cruises.princess.com/PC Servers/Citrix/Valencia/Server VDAs/XenApp Servers/PCLDCWXA5-013,4/3/2023 14:14,4/3/2023 14:14
